transaction_id,adult_id,age_years,age_group_source,transaction_date,year,month,category,merchant,amount_usd,monthly_budget_usd,annual_budget_usd
T0002879,A05,73,65 years and older,2024-10-22T10:07,2024,10,Estimated market value of owned home,Estimated market Shop 6,115.68,5289.26,63471.13
T0002880,A05,73,65 years and older,2024-10-21T07:19,2024,10,Household operations,Household operations Shop 7,126.15,5289.26,63471.13
T0002881,A05,73,65 years and older,2024-10-25T12:15,2024,10,Other food at home,Other food Shop 9,53.97,5289.26,63471.13
T0002882,A05,73,65 years and older,2024-10-28T10:04,2024,10,Housing,Housing Shop 2,128.97,5289.26,63471.13
T0002883,A05,73,65 years and older,2024-10-25T21:20,2024,10,Estimated market value of owned home,Estimated market Shop 7,26.94,5289.26,63471.13
T0002884,A05,73,65 years and older,2024-10-17T16:08,2024,10,Housing,Housing Shop 6,72.46,5289.26,63471.13
T0002885,A05,73,65 years and older,2024-10-31T20:02,2024,10,Estimated market value of owned home,Estimated market Shop 2,6.73,5289.26,63471.13
T0002886,A05,73,65 years and older,2024-10-23T08:00,2024,10,Estimated market value of owned home,Estimated market Shop 5,72.85,5289.26,63471.13
T0002887,A05,73,65 years and older,2024-10-20T14:48,2024,10,Transportation,Transportation Shop 4,36.77,5289.26,63471.13
T0002888,A05,73,65 years and older,2024-10-16T07:45,2024,10,Wages and salaries,Wages and Shop 6,17.72,5289.26,63471.13
T0002889,A05,73,65 years and older,2024-10-08T16:03,2024,10,Estimated market value of owned home,Estimated market Shop 3,73.90,5289.26,63471.13
T0002890,A05,73,65 years and older,2024-10-04T18:23,2024,10,Estimated market value of owned home,Estimated market Shop 2,88.91,5289.26,63471.13
T0002891,A05,73,65 years and older,2024-10-22T15:56,2024,10,Estimated market value of owned home,Estimated market Shop 9,65.00,5289.26,63471.13
T0002892,A05,73,65 years and older,2024-10-26T08:38,2024,10,Estimated market value of owned home,Estimated market Shop 9,32.10,5289.26,63471.13
T0002893,A05,73,65 years and older,2024-10-26T13:15,2024,10,"Social Security, private and government retirement",Social Security Shop 2,129.54,5289.26,63471.13
T0002894,A05,73,65 years and older,2024-10-13T21:53,2024,10,Estimated market value of owned home,Estimated market Shop 1,87.44,5289.26,63471.13
T0002895,A05,73,65 years and older,2024-10-27T15:03,2024,10,Estimated market value of owned home,Estimated market Shop 4,61.19,5289.26,63471.13
T0002896,A05,73,65 years and older,2024-10-30T17:45,2024,10,Healthcare,Healthcare Shop 5,181.10,5289.26,63471.13
T0002897,A05,73,65 years and older,2024-10-12T18:30,2024,10,Estimated market value of owned home,Estimated market Shop 9,37.83,5289.26,63471.13
T0002898,A05,73,65 years and older,2024-10-15T10:40,2024,10,Rented dwellings,Rented dwellings Shop 5,124.75,5289.26,63471.13
T0002899,A05,73,65 years and older,2024-10-21T14:25,2024,10,Transportation,Transportation Shop 6,173.66,5289.26,63471.13
T0002900,A05,73,65 years and older,2024-10-02T13:11,2024,10,Estimated market value of owned home,Estimated market Shop 3,113.07,5289.26,63471.13
T0002901,A05,73,65 years and older,2024-10-06T11:16,2024,10,Transportation,Transportation Shop 9,96.12,5289.26,63471.13
T0002902,A05,73,65 years and older,2024-10-13T09:30,2024,10,Self-employment income,Selfemployment income Shop 2,102.47,5289.26,63471.13
T0002903,A05,73,65 years and older,2024-10-30T15:11,2024,10,Estimated market value of owned home,Estimated market Shop 8,57.84,5289.26,63471.13
T0002904,A05,73,65 years and older,2024-10-19T18:34,2024,10,Income before taxes,Income before Shop 3,160.13,5289.26,63471.13
T0002905,A05,73,65 years and older,2024-10-23T16:51,2024,10,Estimated market value of owned home,Estimated market Shop 5,61.71,5289.26,63471.13
T0002906,A05,73,65 years and older,2024-10-13T17:30,2024,10,Estimated market value of owned home,Estimated market Shop 1,108.38,5289.26,63471.13
T0002907,A05,73,65 years and older,2024-10-23T09:41,2024,10,Cellular phone service,Cellular phone Shop 7,80.82,5289.26,63471.13
T0002908,A05,73,65 years and older,2024-11-07T13:59,2024,11,Income before taxes,Income before Shop 2,74.36,5289.26,63471.13
T0002909,A05,73,65 years and older,2024-11-24T14:27,2024,11,Estimated market value of owned home,Estimated market Shop 3,52.03,5289.26,63471.13
T0002910,A05,73,65 years and older,2024-11-27T13:13,2024,11,Furniture,Furniture Shop 3,53.89,5289.26,63471.13
T0002911,A05,73,65 years and older,2024-11-19T13:32,2024,11,Wages and salaries,Wages and Shop 1,176.95,5289.26,63471.13
T0002912,A05,73,65 years and older,2024-11-11T19:04,2024,11,Income before taxes,Income before Shop 4,116.06,5289.26,63471.13
T0002913,A05,73,65 years and older,2024-11-12T09:02,2024,11,Income before taxes,Income before Shop 2,39.81,5289.26,63471.13
T0002914,A05,73,65 years and older,2024-11-21T10:16,2024,11,Estimated market value of owned home,Estimated market Shop 3,146.75,5289.26,63471.13
T0002915,A05,73,65 years and older,2024-11-06T09:21,2024,11,Estimated market value of owned home,Estimated market Shop 6,48.39,5289.26,63471.13
T0002916,A05,73,65 years and older,2024-11-06T15:30,2024,11,Estimated market value of owned home,Estimated market Shop 4,21.82,5289.26,63471.13
T0002917,A05,73,65 years and older,2024-11-23T20:36,2024,11,Estimated market value of owned home,Estimated market Shop 6,157.63,5289.26,63471.13
T0002918,A05,73,65 years and older,2024-11-24T12:22,2024,11,Wages and salaries,Wages and Shop 8,261.06,5289.26,63471.13
T0002919,A05,73,65 years and older,2024-11-14T15:44,2024,11,Housing,Housing Shop 3,83.07,5289.26,63471.13
T0002920,A05,73,65 years and older,2024-11-25T20:58,2024,11,Estimated market value of owned home,Estimated market Shop 2,47.02,5289.26,63471.13
T0002921,A05,73,65 years and older,2024-11-30T11:30,2024,11,Estimated market value of owned home,Estimated market Shop 6,18.29,5289.26,63471.13
T0002922,A05,73,65 years and older,2024-11-24T17:42,2024,11,Owned dwellings,Owned dwellings Shop 5,57.30,5289.26,63471.13
T0002923,A05,73,65 years and older,2024-11-26T15:20,2024,11,"Maintenance, repairs, insurance, and other expenses",Maintenance repairs Shop 7,12.95,5289.26,63471.13
T0002924,A05,73,65 years and older,2024-11-06T21:01,2024,11,Gasoline,Gasoline Shop 4,25.06,5289.26,63471.13
T0002925,A05,73,65 years and older,2024-11-14T09:40,2024,11,Income before taxes,Income before Shop 5,36.49,5289.26,63471.13
T0002926,A05,73,65 years and older,2024-11-12T09:48,2024,11,Income before taxes,Income before Shop 1,36.68,5289.26,63471.13
T0002927,A05,73,65 years and older,2024-11-08T15:33,2024,11,Estimated market value of owned home,Estimated market Shop 8,108.11,5289.26,63471.13
T0002928,A05,73,65 years and older,2024-11-13T14:57,2024,11,Shelter,Shelter Shop 3,153.05,5289.26,63471.13
T0002929,A05,73,65 years and older,2024-11-11T11:07,2024,11,Cash contributions,Cash contributions Shop 3,252.20,5289.26,63471.13
T0002930,A05,73,65 years and older,2024-11-08T21:31,2024,11,Housing,Housing Shop 9,268.39,5289.26,63471.13
T0002931,A05,73,65 years and older,2024-11-26T19:21,2024,11,Estimated market value of owned home,Estimated market Shop 6,299.32,5289.26,63471.13
T0002932,A05,73,65 years and older,2024-11-02T08:15,2024,11,Wages and salaries,Wages and Shop 3,25.91,5289.26,63471.13
T0002933,A05,73,65 years and older,2024-11-09T13:15,2024,11,"Social Security, private and government retirement",Social Security Shop 6,174.62,5289.26,63471.13
T0002934,A05,73,65 years and older,2024-11-12T20:37,2024,11,Gasoline and other fuels,Gasoline and Shop 9,245.34,5289.26,63471.13
T0002935,A05,73,65 years and older,2024-11-19T09:15,2024,11,Estimated market value of owned home,Estimated market Shop 9,320.31,5289.26,63471.13
T0002936,A05,73,65 years and older,2024-11-25T08:59,2024,11,Estimated market value of owned home,Estimated market Shop 9,15.02,5289.26,63471.13
T0002937,A05,73,65 years and older,2024-11-03T07:43,2024,11,Wages and salaries,Wages and Shop 3,82.99,5289.26,63471.13
T0002938,A05,73,65 years and older,2024-11-01T08:47,2024,11,Other lodging,Other lodging Shop 7,137.28,5289.26,63471.13
T0002939,A05,73,65 years and older,2024-11-03T21:06,2024,11,Shelter,Shelter Shop 2,72.12,5289.26,63471.13
T0002940,A05,73,65 years and older,2024-11-25T13:03,2024,11,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",Unemployment and Shop 6,85.02,5289.26,63471.13
T0002941,A05,73,65 years and older,2024-11-05T12:49,2024,11,"Social Security, private and government retirement",Social Security Shop 8,59.41,5289.26,63471.13
T0002942,A05,73,65 years and older,2024-11-21T11:22,2024,11,Wages and salaries,Wages and Shop 1,178.57,5289.26,63471.13
T0002943,A05,73,65 years and older,2024-11-20T10:24,2024,11,Shelter,Shelter Shop 4,113.49,5289.26,63471.13
T0002944,A05,73,65 years and older,2024-11-17T07:00,2024,11,Estimated market value of owned home,Estimated market Shop 8,149.19,5289.26,63471.13
T0002945,A05,73,65 years and older,2024-11-06T18:37,2024,11,"Social Security, private and government retirement",Social Security Shop 9,79.64,5289.26,63471.13
T0002946,A05,73,65 years and older,2024-11-05T18:11,2024,11,Income before taxes,Income before Shop 2,60.08,5289.26,63471.13
T0002947,A05,73,65 years and older,2024-11-16T14:55,2024,11,Estimated market value of owned home,Estimated market Shop 7,130.02,5289.26,63471.13
T0002948,A05,73,65 years and older,2024-11-10T12:22,2024,11,Estimated market value of owned home,Estimated market Shop 7,161.62,5289.26,63471.13
T0002949,A05,73,65 years and older,2024-11-24T12:17,2024,11,Estimated market value of owned home,Estimated market Shop 6,63.39,5289.26,63471.13
T0002950,A05,73,65 years and older,2024-11-06T11:48,2024,11,Estimated market value of owned home,Estimated market Shop 1,102.74,5289.26,63471.13
T0002951,A05,73,65 years and older,2024-11-19T19:48,2024,11,Estimated market value of owned home,Estimated market Shop 1,10.42,5289.26,63471.13
T0002952,A05,73,65 years and older,2024-11-07T07:08,2024,11,Housing,Housing Shop 9,39.03,5289.26,63471.13
T0002953,A05,73,65 years and older,2024-11-28T11:46,2024,11,Estimated market value of owned home,Estimated market Shop 2,154.34,5289.26,63471.13
T0002954,A05,73,65 years and older,2024-11-10T11:54,2024,11,Wages and salaries,Wages and Shop 9,80.35,5289.26,63471.13
T0002955,A05,73,65 years and older,2024-11-15T17:27,2024,11,Estimated market value of owned home,Estimated market Shop 9,116.51,5289.26,63471.13
T0002956,A05,73,65 years and older,2024-11-09T21:29,2024,11,Estimated market value of owned home,Estimated market Shop 6,34.65,5289.26,63471.13
T0002957,A05,73,65 years and older,2024-11-11T16:45,2024,11,Estimated market value of owned home,Estimated market Shop 6,28.89,5289.26,63471.13
T0002958,A05,73,65 years and older,2024-11-14T07:28,2024,11,Estimated market value of owned home,Estimated market Shop 4,21.63,5289.26,63471.13
T0002959,A05,73,65 years and older,2024-12-19T16:43,2024,12,Estimated market value of owned home,Estimated market Shop 9,33.11,5289.26,63471.13
T0002960,A05,73,65 years and older,2024-12-12T12:53,2024,12,Estimated market value of owned home,Estimated market Shop 7,13.95,5289.26,63471.13
T0002961,A05,73,65 years and older,2024-12-24T10:14,2024,12,Fuel oil and other fuels,Fuel oil Shop 9,40.23,5289.26,63471.13
T0002962,A05,73,65 years and older,2024-12-24T09:07,2024,12,Estimated market value of owned home,Estimated market Shop 9,49.67,5289.26,63471.13
T0002963,A05,73,65 years and older,2024-12-03T14:52,2024,12,Estimated market value of owned home,Estimated market Shop 5,6.34,5289.26,63471.13
T0002964,A05,73,65 years and older,2024-12-23T20:52,2024,12,Housing,Housing Shop 5,389.21,5289.26,63471.13
T0002965,A05,73,65 years and older,2024-12-02T15:12,2024,12,Food at home,Food at Shop 8,62.45,5289.26,63471.13
T0002966,A05,73,65 years and older,2024-12-07T18:47,2024,12,"Interest, dividends, rental income, and other property income",Interest dividends Shop 7,248.31,5289.26,63471.13
T0002967,A05,73,65 years and older,2024-12-07T18:58,2024,12,Estimated market value of owned home,Estimated market Shop 7,67.94,5289.26,63471.13
T0002968,A05,73,65 years and older,2024-12-04T14:18,2024,12,Estimated market value of owned home,Estimated market Shop 4,59.06,5289.26,63471.13
T0002969,A05,73,65 years and older,2024-12-16T12:52,2024,12,"Social Security, private and government retirement",Social Security Shop 3,84.87,5289.26,63471.13
T0002970,A05,73,65 years and older,2024-12-19T21:23,2024,12,Estimated market value of owned home,Estimated market Shop 5,113.78,5289.26,63471.13
T0002971,A05,73,65 years and older,2024-12-27T12:50,2024,12,Estimated market value of owned home,Estimated market Shop 1,109.48,5289.26,63471.13
T0002972,A05,73,65 years and older,2024-12-11T19:58,2024,12,Estimated market value of owned home,Estimated market Shop 3,19.71,5289.26,63471.13
T0002973,A05,73,65 years and older,2024-12-28T21:35,2024,12,Estimated market value of owned home,Estimated market Shop 2,312.59,5289.26,63471.13
T0002974,A05,73,65 years and older,2024-12-01T07:45,2024,12,Personal insurance and pensions,Personal insurance Shop 7,62.82,5289.26,63471.13
T0002975,A05,73,65 years and older,2024-12-13T15:36,2024,12,Estimated market value of owned home,Estimated market Shop 1,3.49,5289.26,63471.13
T0002976,A05,73,65 years and older,2024-12-21T18:52,2024,12,Estimated market value of owned home,Estimated market Shop 7,96.38,5289.26,63471.13
T0002977,A05,73,65 years and older,2024-12-17T10:46,2024,12,"Maintenance, repairs, insurance, and other expenses",Maintenance repairs Shop 6,68.42,5289.26,63471.13
T0002978,A05,73,65 years and older,2024-12-30T16:58,2024,12,Estimated market value of owned home,Estimated market Shop 3,204.93,5289.26,63471.13
T0002979,A05,73,65 years and older,2024-12-25T21:50,2024,12,Health insurance,Health insurance Shop 1,131.42,5289.26,63471.13
T0002980,A05,73,65 years and older,2024-12-12T11:45,2024,12,Estimated market value of owned home,Estimated market Shop 6,83.11,5289.26,63471.13
T0002981,A05,73,65 years and older,2024-12-15T17:47,2024,12,Estimated market value of owned home,Estimated market Shop 5,72.48,5289.26,63471.13
T0002982,A05,73,65 years and older,2024-12-05T07:26,2024,12,Estimated market value of owned home,Estimated market Shop 4,38.55,5289.26,63471.13
T0002983,A05,73,65 years and older,2024-12-30T10:25,2024,12,Estimated market value of owned home,Estimated market Shop 7,70.71,5289.26,63471.13
T0002984,A05,73,65 years and older,2024-12-16T07:27,2024,12,Housing,Housing Shop 4,52.17,5289.26,63471.13
T0002985,A05,73,65 years and older,2024-12-29T11:57,2024,12,Estimated market value of owned home,Estimated market Shop 4,13.00,5289.26,63471.13
T0002986,A05,73,65 years and older,2024-12-04T15:31,2024,12,Miscellaneous household equipment,Miscellaneous household Shop 5,131.32,5289.26,63471.13
T0002987,A05,73,65 years and older,2024-12-22T18:42,2024,12,Food,Food Shop 3,168.50,5289.26,63471.13
T0002988,A05,73,65 years and older,2024-12-19T13:07,2024,12,Estimated market value of owned home,Estimated market Shop 7,33.16,5289.26,63471.13
T0002989,A05,73,65 years and older,2024-12-31T13:54,2024,12,Estimated market value of owned home,Estimated market Shop 2,26.32,5289.26,63471.13
T0002990,A05,73,65 years and older,2024-12-13T21:16,2024,12,Estimated market value of owned home,Estimated market Shop 2,92.09,5289.26,63471.13
T0002991,A05,73,65 years and older,2024-12-08T08:25,2024,12,Transportation,Transportation Shop 5,17.22,5289.26,63471.13
T0002992,A05,73,65 years and older,2024-12-06T21:42,2024,12,Wages and salaries,Wages and Shop 6,235.89,5289.26,63471.13
T0002993,A05,73,65 years and older,2024-12-23T11:25,2024,12,Wages and salaries,Wages and Shop 3,111.92,5289.26,63471.13
T0002994,A05,73,65 years and older,2024-12-06T21:51,2024,12,Estimated market value of owned home,Estimated market Shop 6,174.78,5289.26,63471.13
T0002995,A05,73,65 years and older,2024-12-13T16:45,2024,12,Food,Food Shop 6,69.90,5289.26,63471.13
T0002996,A05,73,65 years and older,2024-12-23T16:32,2024,12,Estimated market value of owned home,Estimated market Shop 3,214.32,5289.26,63471.13
T0002997,A05,73,65 years and older,2024-12-18T07:48,2024,12,Gasoline and other fuels,Gasoline and Shop 9,26.59,5289.26,63471.13
T0002998,A05,73,65 years and older,2024-12-31T07:27,2024,12,Estimated market value of owned home,Estimated market Shop 2,31.18,5289.26,63471.13
T0002999,A05,73,65 years and older,2024-12-15T09:26,2024,12,Estimated market value of owned home,Estimated market Shop 2,246.56,5289.26,63471.13
T0003000,A05,73,65 years and older,2024-12-27T15:20,2024,12,Estimated market value of owned home,Estimated market Shop 7,270.23,5289.26,63471.13
T0003001,A05,73,65 years and older,2024-12-06T16:00,2024,12,Healthcare,Healthcare Shop 8,133.66,5289.26,63471.13
T0003002,A05,73,65 years and older,2024-12-31T17:40,2024,12,Shelter,Shelter Shop 1,135.61,5289.26,63471.13
T0003003,A05,73,65 years and older,2024-12-26T14:05,2024,12,Estimated market value of owned home,Estimated market Shop 6,102.78,5289.26,63471.13
T0003004,A05,73,65 years and older,2024-12-17T11:44,2024,12,Sugar and other sweets,Sugar and Shop 8,114.42,5289.26,63471.13
T0003005,A05,73,65 years and older,2024-12-15T12:12,2024,12,Estimated market value of owned home,Estimated market Shop 7,263.26,5289.26,63471.13
T0003006,A05,73,65 years and older,2024-12-01T13:19,2024,12,"Social Security, private and government retirement",Social Security Shop 4,181.37,5289.26,63471.13
T0003007,A06,69,65-74 years,2024-01-23T10:21,2024,1,Estimated market value of owned home,Estimated market Shop 9,78.61,6756.99,81083.87
T0003008,A06,69,65-74 years,2024-01-05T08:58,2024,1,Drugs,Drugs Shop 3,56.47,6756.99,81083.87
T0003009,A06,69,65-74 years,2024-01-21T10:00,2024,1,Estimated market value of owned home,Estimated market Shop 8,208.99,6756.99,81083.87
T0003010,A06,69,65-74 years,2024-01-28T11:09,2024,1,Wages and salaries,Wages and Shop 9,423.85,6756.99,81083.87
T0003011,A06,69,65-74 years,2024-01-06T13:19,2024,1,"Cars and trucks, used",Cars and Shop 6,51.88,6756.99,81083.87
T0003012,A06,69,65-74 years,2024-01-20T12:59,2024,1,Wages and salaries,Wages and Shop 2,213.06,6756.99,81083.87
T0003013,A06,69,65-74 years,2024-01-25T08:20,2024,1,Wages and salaries,Wages and Shop 3,16.16,6756.99,81083.87
T0003014,A06,69,65-74 years,2024-01-02T17:56,2024,1,Estimated market value of owned home,Estimated market Shop 6,129.03,6756.99,81083.87
T0003015,A06,69,65-74 years,2024-01-18T13:47,2024,1,Estimated market value of owned home,Estimated market Shop 2,87.97,6756.99,81083.87
T0003016,A06,69,65-74 years,2024-01-19T21:10,2024,1,Estimated market value of owned home,Estimated market Shop 7,272.33,6756.99,81083.87
T0003017,A06,69,65-74 years,2024-01-15T15:06,2024,1,"Retirement, pensions, and Social Security",Retirement pensions Shop 4,26.59,6756.99,81083.87
T0003018,A06,69,65-74 years,2024-01-19T08:52,2024,1,Estimated market value of owned home,Estimated market Shop 4,95.36,6756.99,81083.87
T0003019,A06,69,65-74 years,2024-01-07T17:46,2024,1,Gasoline and other fuels,Gasoline and Shop 8,269.62,6756.99,81083.87
T0003020,A06,69,65-74 years,2024-01-18T15:21,2024,1,Vehicle purchases (net outlay),Vehicle purchases Shop 5,132.38,6756.99,81083.87
T0003021,A06,69,65-74 years,2024-01-21T21:29,2024,1,Other money receipts,Other money Shop 4,67.39,6756.99,81083.87
T0003022,A06,69,65-74 years,2024-01-28T16:00,2024,1,Nonalcoholic beverages,Nonalcoholic beverages Shop 7,178.41,6756.99,81083.87
T0003023,A06,69,65-74 years,2024-01-16T10:59,2024,1,Income before taxes,Income before Shop 3,98.80,6756.99,81083.87
T0003024,A06,69,65-74 years,2024-01-04T08:17,2024,1,Estimated market value of owned home,Estimated market Shop 7,35.17,6756.99,81083.87
T0003025,A06,69,65-74 years,2024-01-07T16:30,2024,1,Estimated market value of owned home,Estimated market Shop 4,29.29,6756.99,81083.87
T0003026,A06,69,65-74 years,2024-01-17T08:48,2024,1,Estimated market value of owned home,Estimated market Shop 6,114.69,6756.99,81083.87
T0003027,A06,69,65-74 years,2024-01-15T12:59,2024,1,Household furnishings and equipment,Household furnishings Shop 8,93.87,6756.99,81083.87
T0003028,A06,69,65-74 years,2024-01-18T16:40,2024,1,"Social Security, private and government retirement",Social Security Shop 4,176.13,6756.99,81083.87
T0003029,A06,69,65-74 years,2024-01-31T13:38,2024,1,Estimated market value of owned home,Estimated market Shop 3,196.18,6756.99,81083.87
T0003030,A06,69,65-74 years,2024-01-16T18:58,2024,1,Estimated market value of owned home,Estimated market Shop 9,134.39,6756.99,81083.87
T0003031,A06,69,65-74 years,2024-01-10T08:58,2024,1,Self-employment income,Selfemployment income Shop 9,83.62,6756.99,81083.87
T0003032,A06,69,65-74 years,2024-01-16T08:15,2024,1,Estimated market value of owned home,Estimated market Shop 5,102.97,6756.99,81083.87
T0003033,A06,69,65-74 years,2024-01-02T17:17,2024,1,Wages and salaries,Wages and Shop 5,110.54,6756.99,81083.87
T0003034,A06,69,65-74 years,2024-01-01T13:26,2024,1,Estimated market value of owned home,Estimated market Shop 8,204.97,6756.99,81083.87
T0003035,A06,69,65-74 years,2024-01-22T17:31,2024,1,Estimated market value of owned home,Estimated market Shop 3,219.23,6756.99,81083.87
T0003036,A06,69,65-74 years,2024-01-03T12:13,2024,1,Estimated market value of owned home,Estimated market Shop 1,310.23,6756.99,81083.87
T0003037,A06,69,65-74 years,2024-01-23T12:35,2024,1,Estimated market value of owned home,Estimated market Shop 2,22.75,6756.99,81083.87
T0003038,A06,69,65-74 years,2024-01-14T17:58,2024,1,Healthcare,Healthcare Shop 8,114.32,6756.99,81083.87
T0003039,A06,69,65-74 years,2024-01-20T11:40,2024,1,Income before taxes,Income before Shop 6,120.41,6756.99,81083.87
T0003040,A06,69,65-74 years,2024-01-15T17:04,2024,1,Estimated market value of owned home,Estimated market Shop 1,411.81,6756.99,81083.87
T0003041,A06,69,65-74 years,2024-01-19T15:52,2024,1,Estimated market value of owned home,Estimated market Shop 4,64.66,6756.99,81083.87
T0003042,A06,69,65-74 years,2024-01-04T20:44,2024,1,Transportation,Transportation Shop 5,93.63,6756.99,81083.87
T0003043,A06,69,65-74 years,2024-01-23T16:09,2024,1,Personal insurance and pensions,Personal insurance Shop 5,91.84,6756.99,81083.87
T0003044,A06,69,65-74 years,2024-01-05T19:24,2024,1,Food away from home,Food away Shop 5,112.14,6756.99,81083.87
T0003045,A06,69,65-74 years,2024-01-18T17:59,2024,1,Estimated market value of owned home,Estimated market Shop 9,63.17,6756.99,81083.87
T0003046,A06,69,65-74 years,2024-01-10T17:51,2024,1,Estimated market value of owned home,Estimated market Shop 7,202.50,6756.99,81083.87
T0003047,A06,69,65-74 years,2024-01-10T08:18,2024,1,Estimated market value of owned home,Estimated market Shop 4,95.91,6756.99,81083.87
T0003048,A06,69,65-74 years,2024-01-01T19:35,2024,1,Estimated market value of owned home,Estimated market Shop 8,122.33,6756.99,81083.87
T0003049,A06,69,65-74 years,2024-01-11T17:08,2024,1,Estimated market value of owned home,Estimated market Shop 6,23.17,6756.99,81083.87
T0003050,A06,69,65-74 years,2024-01-22T14:56,2024,1,Estimated market value of owned home,Estimated market Shop 1,81.96,6756.99,81083.87
T0003051,A06,69,65-74 years,2024-01-25T11:18,2024,1,Housing,Housing Shop 1,172.64,6756.99,81083.87
T0003052,A06,69,65-74 years,2024-01-13T14:47,2024,1,Estimated market value of owned home,Estimated market Shop 7,392.46,6756.99,81083.87
T0003053,A06,69,65-74 years,2024-01-07T21:14,2024,1,Wages and salaries,Wages and Shop 6,238.69,6756.99,81083.87
T0003054,A06,69,65-74 years,2024-01-23T18:25,2024,1,"Interest, dividends, rental income, and other property income",Interest dividends Shop 8,114.42,6756.99,81083.87
T0003055,A06,69,65-74 years,2024-02-19T16:23,2024,2,Estimated market value of owned home,Estimated market Shop 1,281.78,6756.99,81083.87
T0003056,A06,69,65-74 years,2024-02-08T15:05,2024,2,Estimated market value of owned home,Estimated market Shop 5,40.85,6756.99,81083.87
T0003057,A06,69,65-74 years,2024-02-06T12:42,2024,2,Income before taxes,Income before Shop 9,225.50,6756.99,81083.87
T0003058,A06,69,65-74 years,2024-02-02T17:05,2024,2,Fruits and vegetables,Fruits and Shop 3,176.58,6756.99,81083.87
T0003059,A06,69,65-74 years,2024-02-06T14:09,2024,2,Shelter,Shelter Shop 9,31.56,6756.99,81083.87
T0003060,A06,69,65-74 years,2024-02-02T14:47,2024,2,Transportation,Transportation Shop 3,110.40,6756.99,81083.87
T0003061,A06,69,65-74 years,2024-02-07T09:56,2024,2,Shelter,Shelter Shop 7,19.44,6756.99,81083.87
T0003062,A06,69,65-74 years,2024-02-25T11:10,2024,2,Estimated market value of owned home,Estimated market Shop 3,152.38,6756.99,81083.87
T0003063,A06,69,65-74 years,2024-02-25T11:17,2024,2,"Social Security, private and government retirement",Social Security Shop 9,65.18,6756.99,81083.87
T0003064,A06,69,65-74 years,2024-02-29T21:35,2024,2,Wages and salaries,Wages and Shop 3,134.52,6756.99,81083.87
T0003065,A06,69,65-74 years,2024-02-15T11:18,2024,2,Tobacco products and smoking supplies,Tobacco products Shop 3,67.47,6756.99,81083.87
T0003066,A06,69,65-74 years,2024-02-08T15:40,2024,2,Estimated market value of owned home,Estimated market Shop 1,124.79,6756.99,81083.87
T0003067,A06,69,65-74 years,2024-02-28T19:26,2024,2,Income before taxes,Income before Shop 5,168.75,6756.99,81083.87
T0003068,A06,69,65-74 years,2024-02-16T12:32,2024,2,Estimated market value of owned home,Estimated market Shop 2,64.58,6756.99,81083.87
T0003069,A06,69,65-74 years,2024-02-07T07:05,2024,2,Estimated market value of owned home,Estimated market Shop 6,299.92,6756.99,81083.87
T0003070,A06,69,65-74 years,2024-02-20T16:28,2024,2,Estimated market value of owned home,Estimated market Shop 1,125.49,6756.99,81083.87
T0003071,A06,69,65-74 years,2024-02-17T11:09,2024,2,Estimated monthly rental value of owned home,Estimated monthly Shop 4,383.20,6756.99,81083.87
T0003072,A06,69,65-74 years,2024-02-15T10:46,2024,2,Income before taxes,Income before Shop 5,107.47,6756.99,81083.87
T0003073,A06,69,65-74 years,2024-02-16T10:57,2024,2,Estimated market value of owned home,Estimated market Shop 8,116.81,6756.99,81083.87
T0003074,A06,69,65-74 years,2024-02-25T18:31,2024,2,Estimated market value of owned home,Estimated market Shop 5,49.60,6756.99,81083.87
T0003075,A06,69,65-74 years,2024-02-19T11:24,2024,2,"Social Security, private and government retirement",Social Security Shop 2,166.12,6756.99,81083.87
T0003076,A06,69,65-74 years,2024-02-22T18:08,2024,2,Estimated market value of owned home,Estimated market Shop 9,166.16,6756.99,81083.87
T0003077,A06,69,65-74 years,2024-02-02T11:36,2024,2,Estimated market value of owned home,Estimated market Shop 1,269.38,6756.99,81083.87
T0003078,A06,69,65-74 years,2024-02-01T17:55,2024,2,Estimated market value of owned home,Estimated market Shop 1,47.75,6756.99,81083.87
T0003079,A06,69,65-74 years,2024-02-13T18:02,2024,2,Estimated market value of owned home,Estimated market Shop 8,115.61,6756.99,81083.87
T0003080,A06,69,65-74 years,2024-02-03T10:56,2024,2,Healthcare,Healthcare Shop 3,62.23,6756.99,81083.87
T0003081,A06,69,65-74 years,2024-02-26T10:30,2024,2,Estimated market value of owned home,Estimated market Shop 3,85.83,6756.99,81083.87
T0003082,A06,69,65-74 years,2024-02-19T21:11,2024,2,Estimated market value of owned home,Estimated market Shop 9,622.59,6756.99,81083.87
T0003083,A06,69,65-74 years,2024-02-07T19:53,2024,2,Estimated market value of owned home,Estimated market Shop 8,15.10,6756.99,81083.87
T0003084,A06,69,65-74 years,2024-02-14T09:11,2024,2,Wages and salaries,Wages and Shop 1,121.27,6756.99,81083.87
T0003085,A06,69,65-74 years,2024-02-16T09:57,2024,2,Estimated market value of owned home,Estimated market Shop 6,11.53,6756.99,81083.87
T0003086,A06,69,65-74 years,2024-02-28T19:49,2024,2,Estimated market value of owned home,Estimated market Shop 3,219.35,6756.99,81083.87
T0003087,A06,69,65-74 years,2024-02-24T16:56,2024,2,Income before taxes,Income before Shop 5,152.29,6756.99,81083.87
